id,gene,chrom,chromStart,chromEnd,strand,gene_length
ENSG00000144550.11,CPNE9,chr3,9703807,9729908,+,26102
ENSG00000160801.12,PTH1R,chr3,46877746,46903799,+,26054
ENSG00000163389.9,POGLUT1,chr3,119468938,119494708,+,25771
ENSG00000129810.13,SGOL1,chr3,20160593,20186292,-,25700
ENSG00000144744.15,UBA3,chr3,69054730,69080408,-,25679
ENSG00000136518.15,ACTL6A,chr3,179562880,179588408,+,25529
ENSG00000163870.13,TPRA1,chr3,127573069,127598251,-,25183
ENSG00000080822.15,CLDND1,chr3,98497912,98523066,-,25155
ENSG00000163428.3,LRRC58,chr3,120324509,120349339,-,24831
ENSG00000114251.12,WNT5A,chr3,55465715,55490539,-,24825
ENSG00000158234.11,FAIM,chr3,138608606,138633376,+,24771
ENSG00000178038.15,ALS2CL,chr3,46668997,46693704,-,24708
ENSG00000113838.11,TBCCD1,chr3,186546073,186570543,-,24471
ENSG00000113916.16,BCL6,chr3,187721377,187745727,-,24351
ENSG00000239388.7,ASB14,chr3,57268347,57292682,-,24336
ENSG00000160808.8,MYL3,chr3,46857872,46882169,-,24298
ENSG00000073111.12,MCM2,chr3,127598223,127622436,+,24214
ENSG00000163607.13,GTPBP8,chr3,112990918,113015060,+,24143
ENSG00000163807.5,KIAA1143,chr3,44737661,44761662,-,24002
ENSG00000072756.15,TRNT1,chr3,3126916,3150879,+,23964
ENSG00000134077.14,THUMPD3,chr3,9362842,9386791,+,23950
ENSG00000138459.7,SLC35A5,chr3,112561709,112585577,+,23869
ENSG00000065371.16,ROPN1,chr3,123968521,123992178,-,23658
ENSG00000081307.11,UBA5,chr3,132654446,132678097,+,23652
ENSG00000160124.8,CCDC58,chr3,122359591,122383231,-,23641
ENSG00000144597.12,EAF1,chr3,15427355,15450635,+,23281
ENSG00000155890.3,TRIM42,chr3,140678039,140701150,+,23112
ENSG00000136521.11,NDUFB5,chr3,179604690,179627647,+,22958
ENSG00000138495.5,COX17,chr3,119654513,119677454,-,22942
ENSG00000131368.6,MRPS25,chr3,15042460,15065335,-,22876
ENSG00000138271.5,GPR87,chr3,151294086,151316952,-,22867
ENSG00000170860.3,LSM3,chr3,14178358,14201119,+,22762
ENSG00000163530.4,DPPA2,chr3,109293788,109316517,-,22730
ENSG00000119227.6,PIGZ,chr3,196946343,196969060,-,22718
ENSG00000163900.9,TMEM41A,chr3,185476496,185499057,-,22562
ENSG00000163687.12,DNASE1L3,chr3,58192257,58214697,-,22441
ENSG00000114115.8,RBP1,chr3,139517434,139539829,-,22396
ENSG00000181788.3,SIAH2,chr3,150741127,150763477,-,22351
ENSG00000187091.12,PLCD1,chr3,38007496,38029762,-,22267
ENSG00000136527.16,TRA2B,chr3,185915906,185938136,-,22231
ENSG00000091317.7,CMTM6,chr3,32481312,32503408,-,22097
ENSG00000169255.12,B3GALNT1,chr3,161083883,161105384,-,21502
ENSG00000229453.2,SPINK8,chr3,48306842,48328341,-,21500
ENSG00000144792.8,ZNF660,chr3,44578223,44599694,+,21472
ENSG00000164077.12,MON1A,chr3,49908862,49930173,-,21312
ENSG00000198398.2,TMEM207,chr3,190428655,190449876,-,21222
ENSG00000144746.6,ARL6IP5,chr3,69084944,69106066,+,21123
ENSG00000280804.1,TREX1,chr3,48446710,48467645,+,20936
ENSG00000114867.18,EIF4G1,chr3,184314495,184335358,+,20864
ENSG00000174963.16,ZIC4,chr3,147386046,147406860,-,20815
ENSG00000182580.2,EPHB3,chr3,184561784,184582409,+,20626
ENSG00000174013.7,FBXO45,chr3,196568611,196589059,+,20449
ENSG00000081154.10,PCNP,chr3,101574095,101594437,+,20343
ENSG00000163577.6,EIF5A2,chr3,170888415,170908693,-,20279
ENSG00000176945.15,MUC20,chr3,195720882,195741123,+,20242
ENSG00000181061.12,HIGD1A,chr3,42784298,42804531,-,20234
ENSG00000180432.5,CYP8B1,chr3,42856005,42876165,-,20161
ENSG00000058262.8,SEC61A1,chr3,128051641,128071683,+,20043
ENSG00000114019.13,AMOTL2,chr3,134355874,134375479,-,19606
ENSG00000171757.14,LRRC34,chr3,169793428,169812986,-,19559
ENSG00000180914.9,OXTR,chr3,8750408,8769628,-,19221
ENSG00000056736.8,IL17RB,chr3,53846580,53865800,+,19221
ENSG00000145107.14,TM4SF19,chr3,196319342,196338503,-,19162
ENSG00000136059.13,VILL,chr3,37988059,38007188,+,19130
ENSG00000180767.8,CHST13,chr3,126524283,126543291,+,19009
ENSG00000164053.16,ATRIP,chr3,48446710,48465716,+,19007
ENSG00000179021.8,C3orf38,chr3,88149743,88168729,+,18987
ENSG00000114491.12,UMPS,chr3,124730366,124749273,+,18908
ENSG00000170876.7,TMEM43,chr3,14124940,14143679,+,18740
ENSG00000114646.8,CSPG5,chr3,47562239,47580792,-,18554
ENSG00000055955.14,ITIH4,chr3,52812975,52831479,-,18505
ENSG00000163684.10,RPP14,chr3,58306247,58324695,+,18449
ENSG00000168329.12,CX3CR1,chr3,39263494,39281735,-,18242
ENSG00000161202.16,DVL3,chr3,184155388,184173610,+,18223
ENSG00000237787.4,C3orf79,chr3,153484495,153502697,+,18203
ENSG00000113905.4,HRG,chr3,186660216,186678240,+,18025
ENSG00000121858.9,TNFSF10,chr3,172505508,172523507,-,18000
ENSG00000236438.5,FAM157A,chr3,198152366,198170059,+,17694
ENSG00000184307.12,ZDHHC23,chr3,113947901,113965401,+,17501
ENSG00000163608.13,C3orf17,chr3,113002440,113019861,-,17422
ENSG00000178467.16,P4HTM,chr3,48989886,49007154,+,17269
ENSG00000114405.9,C3orf14,chr3,62318973,62336213,+,17241
ENSG00000064835.9,POU1F1,chr3,87259404,87276587,-,17184
ENSG00000163918.9,RFC4,chr3,186789880,186807058,-,17179
ENSG00000090512.10,FETUB,chr3,186635969,186653141,+,17173
ENSG00000085274.14,MYNN,chr3,169772831,169789716,+,16886
ENSG00000164078.11,MST1R,chr3,49887002,49903873,-,16872
ENSG00000261603.1,PRSS46,chr3,46719583,46736429,-,16847
ENSG00000163347.5,CLDN1,chr3,190305701,190322475,-,16775
ENSG00000121552.3,CSTA,chr3,122325244,122341972,+,16729
ENSG00000173585.14,CCR9,chr3,45886504,45903177,+,16674
ENSG00000163702.17,IL17RC,chr3,9917074,9933630,+,16557
ENSG00000091527.14,CDV3,chr3,133573730,133590261,+,16532
ENSG00000136522.12,MRPL47,chr3,179588285,179604654,-,16370
ENSG00000156983.14,BRPF1,chr3,9731729,9748018,+,16290
ENSG00000023330.13,ALAS1,chr3,52198086,52214327,+,16242
ENSG00000188338.13,SLC38A3,chr3,50205246,50221486,+,16241
ENSG00000163380.14,LMOD3,chr3,69106872,69123032,-,16161
ENSG00000186103.3,ARGFX,chr3,121570704,121586634,+,15931
ENSG00000163762.5,TM4SF18,chr3,149318498,149334414,-,15917
ENSG00000188306.6,LRRIQ4,chr3,169821922,169837775,+,15854
ENSG00000181092.8,ADIPOQ,chr3,186842690,186858463,+,15774
ENSG00000163728.9,TTC14,chr3,180602130,180617828,+,15699
ENSG00000121864.8,ZNF639,chr3,179322991,179338583,+,15593
ENSG00000178700.6,DHFRL1,chr3,94047836,94063389,-,15554
ENSG00000189058.7,APOD,chr3,195568702,195584205,-,15504
ENSG00000114859.13,CLCN2,chr3,184346185,184361651,-,15467
ENSG00000241553.11,ARPC4,chr3,9792495,9807726,+,15232
ENSG00000144834.11,TAGLN3,chr3,111998664,112013887,+,15224
ENSG00000113812.12,ACTR8,chr3,53867066,53882202,-,15137
ENSG00000114850.5,SSR3,chr3,156540140,156555184,-,15045
ENSG00000186451.1,SPATA12,chr3,57060441,57075432,+,14992
ENSG00000114779.18,ABHD14B,chr3,51968510,51983409,-,14900
ENSG00000163884.3,KLF15,chr3,126342635,126357442,-,14808
ENSG00000188582.7,PAQR9,chr3,142949164,142963682,-,14519
ENSG00000185798.7,WDR53,chr3,196554177,196568674,-,14498
ENSG00000172061.8,LRRC15,chr3,194355247,194369743,-,14497
ENSG00000055957.9,ITIH1,chr3,52777592,52792068,+,14477
ENSG00000114771.12,AADAC,chr3,151814037,151828488,+,14452
ENSG00000169714.15,CNBP,chr3,129169484,129183922,-,14439
ENSG00000144827.7,ABHD10,chr3,111979010,111993363,+,14354
ENSG00000114547.8,ROPN1B,chr3,125969144,125983454,+,14311
ENSG00000170364.11,SETMAR,chr3,4303304,4317567,+,14264
ENSG00000163660.10,CCNL1,chr3,157146508,157160760,-,14253
ENSG00000162267.11,ITIH3,chr3,52794768,52809009,+,14242
ENSG00000178750.2,STX19,chr3,94014369,94028610,-,14242
ENSG00000114744.7,COMMD2,chr3,149738470,149752499,-,14030
ENSG00000144659.9,SLC25A38,chr3,39383348,39397351,+,14004
ENSG00000163958.12,ZDHHC19,chr3,196197449,196211437,-,13989
ENSG00000163515.6,RETNLB,chr3,108743424,108757384,-,13961
ENSG00000138231.11,DBR1,chr3,138161012,138174949,-,13938
ENSG00000163424.7,C3orf30,chr3,119146150,119160042,+,13893
ENSG00000163701.17,IL17RE,chr3,9902612,9916402,+,13791
ENSG00000034533.10,ASTE1,chr3,131013875,131027649,-,13775
ENSG00000179348.10,GATA2,chr3,128479427,128493185,-,13759
ENSG00000163421.7,PROK2,chr3,71771656,71785206,-,13551
ENSG00000187288.9,CIDEC,chr3,9866711,9880254,-,13544
ENSG00000157093.7,LYZL4,chr3,42397078,42410600,-,13523
ENSG00000163636.9,PSMD6,chr3,64010549,64024010,-,13462
ENSG00000163938.15,GNL3,chr3,52681156,52694492,+,13337
ENSG00000008324.9,SS18L2,chr3,42581840,42595114,+,13275
ENSG00000229972.6,IQCF3,chr3,51817604,51830856,+,13253
ENSG00000171148.12,TADA3,chr3,9779860,9793011,-,13152
ENSG00000177873.11,ZNF619,chr3,40477113,40490236,+,13124
ENSG00000010318.18,PHF7,chr3,52410561,52423641,+,13081
ENSG00000088543.13,C3orf18,chr3,50558025,50571027,-,13003
ENSG00000163376.10,KBTBD8,chr3,66998307,67011210,+,12904
ENSG00000172046.17,USP19,chr3,49108046,49120938,-,12893
ENSG00000163528.11,CHCHD4,chr3,14112077,14124870,-,12794
ENSG00000177842.10,ZNF620,chr3,40505992,40518736,+,12745
ENSG00000144655.13,CSRNP1,chr3,39141855,39154562,-,12708
ENSG00000134072.9,CAMK1,chr3,9757342,9769992,-,12651
ENSG00000213672.6,NCKIPSD,chr3,48673844,48686364,-,12521
ENSG00000172940.10,SLC22A13,chr3,38265812,38278315,+,12504
ENSG00000114378.15,HYAL1,chr3,50299889,50312381,-,12493
ENSG00000164076.15,CAMKV,chr3,49857988,49870222,-,12235
ENSG00000114853.12,ZBTB47,chr3,42653684,42665854,+,12171
ENSG00000169981.9,ZNF35,chr3,44648727,44660791,+,12065
ENSG00000010319.5,SEMA3G,chr3,52433053,52445085,-,12033
ENSG00000172037.12,LAMB2,chr3,49121114,49133118,-,12005
ENSG00000010256.9,UQCRC1,chr3,48599002,48610976,-,11975
ENSG00000182983.13,ZNF662,chr3,42905731,42917641,+,11911
ENSG00000145198.13,VWA5B2,chr3,184230429,184242329,+,11901
ENSG00000114745.12,GORASP1,chr3,39096659,39108363,-,11705
ENSG00000151093.6,OXSM,chr3,25782917,25794534,+,11618
ENSG00000254999.3,BRK1,chr3,10115592,10127190,+,11599
ENSG00000016864.15,GLT8D1,chr3,52694485,52706083,-,11599
ENSG00000163703.16,CRELD1,chr3,9933822,9945413,+,11592
ENSG00000178772.6,CPN2,chr3,194339765,194351328,-,11564
ENSG00000164082.13,GRM2,chr3,51707070,51718613,+,11544
ENSG00000121570.11,DPPA4,chr3,109326141,109337572,-,11432
ENSG00000188846.12,RPL14,chr3,40457292,40468587,+,11296
ENSG00000134086.7,VHL,chr3,10141008,10152220,+,11213
ENSG00000068028.16,RASSF1,chr3,50329782,50340980,-,11199
ENSG00000196653.10,ZNF502,chr3,44712643,44723831,+,11189
ENSG00000198829.6,SUCNR1,chr3,151873643,151884619,+,10977
ENSG00000163840.8,DTX3L,chr3,122564238,122575203,+,10966
ENSG00000090097.19,PCBP4,chr3,51957454,51968410,-,10957
ENSG00000173578.7,XCR1,chr3,46017024,46027742,-,10719
ENSG00000144843.10,ADPRH,chr3,119579268,119589945,+,10678
ENSG00000168268.9,NT5DC2,chr3,52524385,52535054,-,10670
ENSG00000090539.14,CHRD,chr3,184380073,184390736,+,10664
ENSG00000247596.7,TWF2,chr3,52228610,52239260,-,10651
ENSG00000174840.8,PDE12,chr3,57556276,57566844,+,10569
ENSG00000168779.18,SHOX2,chr3,158095954,158106503,-,10550
ENSG00000121871.3,SLITRK3,chr3,165186720,165197109,-,10390
ENSG00000175182.12,FAM131A,chr3,184335926,184346275,+,10350
ENSG00000175166.15,PSMD2,chr3,184298709,184309054,+,10346
ENSG00000168301.11,KCTD6,chr3,58492114,58502360,+,10247
ENSG00000010282.13,HHATL,chr3,42692663,42702827,-,10165
ENSG00000012171.16,SEMA3B,chr3,50267558,50277546,+,9989
ENSG00000164062.11,APEH,chr3,49674002,49683963,+,9962
ENSG00000186038.8,HTR3E,chr3,184097064,184106995,+,9932
ENSG00000197385.5,ZNF860,chr3,31981771,31991628,+,9858
ENSG00000248487.7,ABHD14A,chr3,51971426,51981199,+,9774
ENSG00000225697.9,SLC26A6,chr3,48625723,48635493,-,9771
ENSG00000180834.6,MAP6D1,chr3,183815876,183825594,-,9719
ENSG00000181585.3,TMIE,chr3,46701333,46710886,+,9554
ENSG00000161203.12,AP2M1,chr3,184174689,184184091,+,9403
ENSG00000168334.8,XIRP1,chr3,39183210,39192596,-,9387
ENSG00000114125.12,RNF7,chr3,141738204,141747560,+,9357
ENSG00000163930.8,BAP1,chr3,52401013,52410350,-,9338
ENSG00000188315.6,C3orf62,chr3,49268602,49277909,-,9308
ENSG00000129071.8,MBD4,chr3,129430944,129440179,-,9236
ENSG00000172053.13,QARS,chr3,49095932,49105101,-,9170
ENSG00000187492.7,CDHR4,chr3,49790732,49799835,-,9104
ENSG00000129055.11,ANAPC13,chr3,134477706,134486716,-,9011
ENSG00000178252.16,WDR6,chr3,49007062,49015953,+,8892
ENSG00000169908.9,TM4SF1,chr3,149369022,149377865,-,8844
ENSG00000182179.9,UBA7,chr3,49805207,49813946,-,8740
ENSG00000118017.3,A4GNT,chr3,138123718,138132387,-,8670
ENSG00000114767.6,RRP9,chr3,51933430,51941941,-,8512
ENSG00000173389.14,IQCF1,chr3,51894876,51903335,-,8460
ENSG00000172113.7,NME6,chr3,48293264,48301685,-,8422
ENSG00000145192.11,AHSG,chr3,186612923,186621318,+,8396
ENSG00000187094.10,CCK,chr3,42257825,42266207,-,8383
ENSG00000164051.12,CCDC51,chr3,48432164,48440456,-,8293
ENSG00000213139.6,CRYGS,chr3,186538441,186546702,-,8262
ENSG00000178804.6,H1FOO,chr3,129543214,129551467,+,8254
ENSG00000114383.8,TUSC2,chr3,50320027,50328251,-,8225
ENSG00000178567.7,EPM2AIP1,chr3,36985043,36993168,-,8126
ENSG00000161204.10,ABCF3,chr3,184186023,184194012,+,7990
ENSG00000114626.16,ABTB1,chr3,127672935,127680920,+,7986
ENSG00000186090.9,HTR3D,chr3,184031544,184039369,+,7826
ENSG00000114395.9,CYB561D2,chr3,50350695,50358460,+,7766
ENSG00000189366.8,ALG1L,chr3,125929275,125937039,-,7765
ENSG00000164086.9,DUSP7,chr3,52048919,52056550,-,7632
ENSG00000178084.1,HTR3C,chr3,184053047,184060671,+,7625
ENSG00000113811.9,SELK,chr3,53884410,53891988,-,7579
ENSG00000186446.10,ZNF501,chr3,44729596,44737083,+,7488
ENSG00000172215.5,CXCR6,chr3,45940933,45948353,+,7421
ENSG00000157017.14,GHRL,chr3,10285675,10292947,-,7273
ENSG00000168811.5,IL12A,chr3,159988750,159996019,+,7270
ENSG00000214160.8,ALG3,chr3,184242301,184249548,-,7248
ENSG00000114503.9,NCBP2,chr3,196935402,196942597,-,7196
ENSG00000121807.5,CCR2,chr3,46353734,46360928,+,7195
ENSG00000198585.10,NUDT16,chr3,131381671,131388830,+,7160
ENSG00000174748.17,RPL15,chr3,23916545,23923692,+,7148
ENSG00000182447.4,OTOL1,chr3,161496808,161503942,+,7135
ENSG00000173540.11,GMPPB,chr3,49716844,49723951,-,7108
ENSG00000144713.11,RPL32,chr3,12834485,12841588,-,7104
ENSG00000154813.8,DPH3,chr3,16257978,16264972,-,6995
ENSG00000163882.8,POLR2H,chr3,184361718,184368596,+,6879
ENSG00000163704.10,PRRT3,chr3,9945542,9952394,-,6853
ENSG00000163661.3,PTX3,chr3,157436789,157443628,+,6840
ENSG00000178149.15,DALRD3,chr3,49015488,49022293,-,6806
ENSG00000163508.11,EOMES,chr3,27715949,27722711,-,6763
ENSG00000156990.13,RPUSD3,chr3,9837849,9844602,-,6754
ENSG00000169860.6,P2RY1,chr3,152834693,152841439,+,6747
ENSG00000156976.13,EIF4A2,chr3,186783205,186789900,+,6696
ENSG00000163823.3,CCR1,chr3,46201709,46208396,-,6688
ENSG00000186792.14,HYAL3,chr3,50292828,50299468,-,6641
ENSG00000259956.1,RBM15B,chr3,51391268,51397908,+,6641
ENSG00000182899.13,RPL35A,chr3,197949987,197956610,+,6624
ENSG00000163914.4,RHO,chr3,129528640,129535169,+,6530
ENSG00000041880.13,PARP3,chr3,51942345,51948867,+,6523
ENSG00000168237.16,GLYCTK,chr3,52287089,52293476,+,6388
ENSG00000188167.7,TMPPE,chr3,33090421,33096801,-,6381
ENSG00000145029.10,NICN1,chr3,49422946,49429326,-,6381
ENSG00000157150.4,TIMP4,chr3,12153051,12159351,-,6301
ENSG00000168291.11,PDHB,chr3,58427630,58433857,-,6228
ENSG00000090534.16,THPO,chr3,184371935,184378144,-,6210
ENSG00000134107.4,BHLHE40,chr3,4979116,4985323,+,6208
ENSG00000114902.12,SPCS1,chr3,52704955,52711146,+,6192
ENSG00000065518.7,NDUFB4,chr3,120596309,120602500,+,6192
ENSG00000205981.5,DNAJC19,chr3,180983709,180989774,-,6066
ENSG00000174007.7,CEP19,chr3,196706277,196712293,-,6017
ENSG00000145020.13,AMT,chr3,49416778,49422753,-,5976
ENSG00000243989.6,ACY1,chr3,51983340,51989197,+,5858
ENSG00000168028.12,RPSA,chr3,39406689,39412542,+,5854
ENSG00000121797.9,CCRL2,chr3,46407163,46412997,+,5835
ENSG00000004838.12,ZMYND10,chr3,50341110,50346852,-,5743
ENSG00000114391.11,RPL24,chr3,101681091,101686782,-,5692
ENSG00000163584.16,RPL22L1,chr3,170864875,170870483,-,5609
ENSG00000175105.5,ZNF654,chr3,88139104,88144665,+,5562
ENSG00000173531.14,MST1,chr3,49683947,49689501,-,5555
ENSG00000174946.6,GPR171,chr3,151197832,151203201,-,5370
ENSG00000160791.13,CCR5,chr3,46370854,46376206,+,5353
ENSG00000114737.14,CISH,chr3,50606490,50611831,-,5342
ENSG00000214706.9,IFRD2,chr3,50287732,50292918,-,5187
ENSG00000068001.12,HYAL2,chr3,50317790,50322906,-,5117
ENSG00000178035.10,IMPDH2,chr3,49024325,49029408,-,5084
ENSG00000239732.3,TLR9,chr3,52221080,52226163,-,5084
ENSG00000114349.8,GNAT1,chr3,50191612,50196516,+,4905
ENSG00000181467.3,RAP2B,chr3,153162270,153167173,+,4904
ENSG00000185909.13,KLHDC8B,chr3,49171611,49176486,+,4876
ENSG00000126062.3,TMEM115,chr3,50354749,50359610,-,4862
ENSG00000179407.3,DNAJB8,chr3,128462439,128467248,-,4810
ENSG00000164088.16,PPM1M,chr3,52245793,52250597,+,4805
ENSG00000183813.6,CCR4,chr3,32951574,32956349,+,4776
ENSG00000175040.5,CHST2,chr3,143119331,143124014,+,4684
ENSG00000153266.11,FEZF2,chr3,62369681,62374324,-,4644
ENSG00000178055.11,PRSS42,chr3,46829542,46834095,-,4554
ENSG00000172936.11,MYD88,chr3,38138478,38143022,+,4545
ENSG00000145050.14,MANF,chr3,51385047,51389397,+,4351
ENSG00000198471.1,RTP2,chr3,187698259,187702557,-,4299
ENSG00000145022.4,TCTA,chr3,49412206,49416475,+,4270
ENSG00000175077.5,RTP1,chr3,187197486,187201465,+,3980
ENSG00000179934.6,CCR8,chr3,39329706,39333511,+,3806
ENSG00000169964.5,TMEM42,chr3,44861869,44865670,+,3802
ENSG00000171135.12,JAGN1,chr3,9890554,9894349,+,3796
ENSG00000177352.9,CCDC71,chr3,49162535,49166321,-,3787
ENSG00000114388.11,NPRL2,chr3,50347330,50351091,-,3762
ENSG00000136514.2,RTP4,chr3,187368332,187372076,+,3745
ENSG00000196981.3,WDR5B,chr3,122412332,122416051,-,3720
ENSG00000170893.3,TRH,chr3,129974305,129977938,+,3634
ENSG00000178732.5,GP5,chr3,194394821,194398354,-,3534
ENSG00000163825.3,RTP3,chr3,46497491,46500949,+,3459
ENSG00000121853.3,GHSR,chr3,172445133,172448456,-,3324
ENSG00000181631.6,P2RY13,chr3,151326312,151329548,-,3237
ENSG00000179097.5,HTR1F,chr3,87990696,87993835,+,3140
ENSG00000178057.13,NDUFAF3,chr3,49020459,49023495,+,3037
ENSG00000243477.4,NAT6,chr3,50296402,50299421,-,3020
ENSG00000114854.6,TNNC1,chr3,52451102,52454070,-,2969
ENSG00000174255.6,ZNF80,chr3,114234631,114237578,-,2948
ENSG00000183770.5,FOXL2,chr3,138944224,138947140,-,2917
ENSG00000172969.6,FRG2C,chr3,75664330,75667220,+,2891
ENSG00000176020.8,AMIGO3,chr3,49716834,49719695,-,2862
ENSG00000233701.3,PRR23C,chr3,139042102,139044892,-,2791
ENSG00000114784.3,EIF1B,chr3,40309684,40312424,+,2741
ENSG00000114315.3,HES1,chr3,194136145,194138732,+,2588
ENSG00000180044.4,C3orf80,chr3,160225636,160228213,+,2578
ENSG00000177494.5,ZBED2,chr3,111592900,111595443,-,2544
ENSG00000181449.3,SOX2,chr3,181711924,181714436,+,2513
ENSG00000185112.5,FAM43A,chr3,194686544,194689037,+,2494
ENSG00000170837.2,GPR27,chr3,71754050,71756496,+,2447
ENSG00000162244.9,RPL29,chr3,51993600,51995942,-,2343
ENSG00000163888.3,CAMK2N2,chr3,184259213,184261463,-,2251
ENSG00000180929.5,GPR62,chr3,51955314,51957504,+,2191
ENSG00000164047.4,CAMP,chr3,48223347,48225491,+,2145
ENSG00000272573.4,MUSTN1,chr3,52833114,52835219,-,2106
ENSG00000168875.2,SOX14,chr3,137764284,137766338,+,2055
ENSG00000145040.3,UCN2,chr3,48561727,48563773,-,2047
ENSG00000184814.5,PRR23B,chr3,139019031,139020926,-,1896
ENSG00000214681.3,IQCF5,chr3,51873721,51875584,-,1864
ENSG00000249992.1,TMEM158,chr3,45224466,45226278,-,1813
ENSG00000184345.4,IQCF2,chr3,51861629,51863424,+,1796
ENSG00000185614.4,FAM212A,chr3,49803254,49805030,+,1777
ENSG00000255423.1,EBLN2,chr3,73061659,73063337,+,1679
ENSG00000221972.3,C3orf36,chr3,133928145,133929812,-,1668
ENSG00000169704.4,GP9,chr3,129060767,129062406,+,1640
ENSG00000177383.4,MAGEF1,chr3,184710367,184712002,-,1636
ENSG00000184897.5,H1FX,chr3,129314771,129316277,-,1507
ENSG00000157005.3,SST,chr3,187668906,187670399,-,1494
ENSG00000138483.2,CCDC54,chr3,107377194,107378637,+,1444
ENSG00000233276.3,GPX1,chr3,49357176,49358600,-,1425
ENSG00000179674.3,ARL14,chr3,160677159,160678452,+,1294
ENSG00000154165.4,GPR15,chr3,98531899,98533150,+,1252
ENSG00000183396.3,TMEM89,chr3,48620759,48621855,-,1097
ENSG00000232382.1,OR5K1,chr3,98469480,98470576,+,1097
ENSG00000236032.2,OR5H14,chr3,98149326,98150405,+,1080
ENSG00000231861.2,OR5K2,chr3,98497604,98498663,+,1060
ENSG00000230301.4,OR5H6,chr3,98264285,98265262,+,978
ENSG00000196098.2,OR5K4,chr3,98353854,98354819,+,966
ENSG00000206536.1,OR5K3,chr3,98390666,98391631,+,966
ENSG00000197938.4,OR5H2,chr3,98282888,98283832,+,945
ENSG00000231192.1,OR5H1,chr3,98132698,98133639,+,942
ENSG00000196578.4,OR5AC2,chr3,98087173,98088102,+,930
ENSG00000206483.5,TXNRD3NB,chr3,126571789,126572636,-,848
ENSG00000206260.3,PRR23A,chr3,139005468,139006268,-,801
ENSG00000214686.4,IQCF6,chr3,51778561,51779187,-,627
ENSG00000221962.4,TMEM14E,chr3,152340527,152340904,-,378
ENSG00000253548.1,PYDC2,chr3,191461163,191461456,+,294
ENSG00000152208.10,GRID2,chr4,92303622,93774556,+,1470935
ENSG00000174473.14,GALNTL6,chr4,171812254,173041559,+,1229306
ENSG00000185774.13,KCNIP4,chr4,20728616,21948799,-,1220184
ENSG00000145216.14,FIP1L1,chr4,53377643,54295272,+,917630
ENSG00000150471.14,LPHN3,chr4,61201258,62078335,+,877078
ENSG00000145416.12,MARCH1,chr4,163524298,164384050,-,859753
ENSG00000109452.11,INPP4B,chr4,142023160,142847432,-,824273
ENSG00000168843.12,FSTL5,chr4,161383897,162164035,-,780139
ENSG00000198589.9,LRBA,chr4,150264531,151015727,-,751197
ENSG00000153064.10,BANK1,chr4,101411286,102074812,+,663527
ENSG00000197826.10,C4orf22,chr4,80335720,80963756,+,628037
ENSG00000138670.15,RASGEF1B,chr4,81426393,82044244,-,617852
ENSG00000109339.17,MAPK10,chr4,86015123,86594131,-,579009
ENSG00000145362.15,ANK2,chr4,112818109,113383740,+,565632
ENSG00000184985.15,SORCS2,chr4,7192538,7742836,+,550299
ENSG00000138639.16,ARHGAP24,chr4,85475114,86002670,+,527557
ENSG00000196104.9,SPOCK3,chr4,166733384,167234796,-,501413
ENSG00000184178.14,SCFD2,chr4,52872982,53366075,-,493094
ENSG00000188517.13,COL25A1,chr4,108810721,109302657,-,491937
ENSG00000138759.16,FRAS1,chr4,78057570,78544269,+,486700
